"","animal","weight","age","color","spots","sex","appetite","eyecColor","aggressiveness","yard"
"3195","goat",979.6,8,"grey",0,"F",-3.849,"black",5,1
"3196","goat",1369.5,8,"brown",1,"F",6.785,"brown",3,3
"3197","horse",1107.4,4,"brown",1,"M",2.92,"brown",4,2
"3198","sheep",634.5,7,"grey",1,"F",6.251,"brown",3,2
"3199","goat",1020.1,3,"black",1,"M",4.527,"brown",4,1
"3200","sheep",681.1,5,"brown",0,"F",3.903,"brown",1,1
"3201","goat",1436.9,8,"grey",0,"M",4.887,"brown",4,1
"3202","pig",851.5,4,"brown",0,"F",7.688,"black",2,2
"3203","horse",1113,3,"red",0,"F",5.515,"brown",2,1
"3204","sheep",1043.4,3,"brown",1,"F",1.952,"black",4,1
"3205","sheep",849.5,4,"red",0,"M",8.227,"black",3,3
"3206","pig",1032.2,4,"white",0,"M",8.812,"brown",4,3
"3207","horse",1110.3,7,"red",0,"F",2.553,"brown",1,1
"3208","goat",810.3,1,"brown",0,"F",0.951,"black",3,2
"3209","cow",1193.8,2,"black",0,"F",5.647,"black",2,1
"3210","pig",852,4,"brown",0,"F",8.777,"brown",1,1
"3211","goat",845.4,2,"black",1,"F",3.208,"brown",2,1
"3212","horse",813,6,"grey",0,"M",1.445,"black",4,3
"3213","horse",1326.2,4,"brown",0,"F",9.232,"brown",4,1
"3214","horse",1142.8,2,"brown",1,"M",5.314,"brown",4,1
"3215","goat",1055.1,8,"brown",1,"F",6.923,"black",1,2
"3216","horse",1028.7,2,"white",1,"M",3.113,"black",3,3
"3217","pig",1550.3,2,"brown",0,"F",3.412,"brown",1,1
"3218","pig",1145,2,"black",0,"M",3.607,"black",5,1
"3219","horse",1229.3,3,"grey",0,"M",4.521,"brown",1,3
"3220","horse",997.7,2,"grey",1,"M",5.594,"black",2,1
"3221","pig",1035.4,4,"grey",0,"M",7.051,"black",3,1
"3222","goat",946.6,3,"red",0,"F",0.489,"brown",3,1
"3223","goat",850.8,1,"grey",0,"F",5.021,"brown",4,1
"3224","horse",1107.2,1,"brown",1,"F",8.304,"brown",2,2
"3225","horse",688.4,3,"grey",0,"M",1.429,"blue",5,3
"3226","sheep",993.7,8,"grey",0,"M",5.368,"brown",2,2
"3227","goat",1239.3,4,"white",1,"M",5.346,"brown",2,4
"3228","pig",1559.3,3,"black",1,"M",4.183,"black",4,3
"3229","cow",743.7,8,"black",0,"M",2.881,"black",5,2
"3230","pig",1018.5,4,"grey",1,"F",6.078,"black",5,1
"3231","goat",1037.5,6,"grey",0,"F",11.196,"black",5,2
"3232","goat",908.9,4,"red",1,"F",9.633,"brown",1,2
"3233","pig",514.1,4,"brown",0,"M",2.75,"black",3,2
"3234","pig",703,3,"grey",0,"F",1.114,"brown",1,1
"3235","sheep",1089.2,4,"brown",0,"M",2.937,"brown",3,1
"3236","sheep",929.3,2,"red",0,"M",5.056,"brown",4,1
"3237","pig",1369,7,"white",1,"M",1.705,"black",2,1
"3238","sheep",997.2,2,"white",1,"M",0.926,"black",4,4
"3239","goat",1324,3,"white",0,"M",1.866,"brown",2,3
"3240","horse",1070,6,"brown",0,"M",5.281,"black",5,2
"3241","horse",981.3,3,"black",1,"F",7.016,"brown",2,1
"3242","pig",687.3,1,"brown",1,"M",0.479,"black",3,1
"3243","horse",1024.5,4,"red",0,"F",0.643,"black",2,3
"3244","goat",1315.8,3,"white",1,"M",2.792,"brown",2,3
"3245","sheep",885.2,7,"brown",0,"M",0.218,"brown",5,1
"3246","horse",1359.6,2,"red",1,"M",-1.217,"brown",2,1
"3247","goat",1201.1,3,"red",1,"F",5.848,"brown",1,1
"3248","horse",994.1,3,"brown",1,"F",6.285,"black",5,1
"3249","horse",1084.9,2,"grey",0,"F",7.741,"black",1,1
"3250","goat",1163.8,3,"grey",0,"F",13.435,"brown",1,1
"3251","sheep",1372.2,5,"grey",1,"M",7.037,"black",3,2
"3252","sheep",1389.2,6,"brown",1,"F",2.019,"black",1,4
"3253","pig",1288.6,8,"black",1,"M",5.695,"brown",4,1
"3254","horse",1314.2,3,"grey",1,"F",2.026,"black",3,1
"3255","goat",765.3,6,"brown",1,"M",3.76,"black",5,1
"3256","pig",987.4,4,"grey",0,"F",0.507,"black",4,1
"3257","goat",1465.4,4,"grey",0,"M",6.238,"black",2,2
"3258","pig",841.2,3,"black",0,"M",-0.453,"brown",4,1
"3259","sheep",1419.3,2,"red",0,"F",9.27,"black",1,1
"3260","horse",1035.7,7,"white",1,"M",-0.983,"brown",2,1
"3261","pig",1207.6,3,"brown",0,"M",3.623,"blue",4,1
"3262","goat",1342.5,1,"black",1,"M",2.497,"brown",5,2
"3263","goat",1221.1,8,"white",1,"F",8.869,"brown",4,3
"3264","goat",1282.5,2,"brown",1,"M",8.582,"brown",5,3
"3265","horse",986.8,2,"black",1,"M",8.685,"black",3,3
"3266","pig",990.5,4,"brown",1,"M",6.516,"brown",5,1
"3267","goat",1097.6,1,"grey",0,"M",3.358,"brown",4,1
"3268","cow",970,5,"brown",1,"F",5.514,"black",2,1
"3269","goat",872,2,"black",0,"M",3.859,"brown",4,2
"3270","goat",1205.5,4,"grey",0,"F",1.41,"black",1,1
"3271","horse",1381.2,2,"brown",0,"F",3.273,"brown",5,1
"3272","horse",1228.2,4,"white",0,"M",7.107,"black",1,3
"3273","horse",1191.7,5,"brown",0,"M",8.314,"black",1,2
"3274","horse",835.2,6,"brown",0,"F",7.596,"black",2,4
"3275","pig",953.4,1,"red",0,"F",10.057,"brown",1,1
"3276","goat",633.6,2,"white",0,"F",5.697,"black",2,1
"3277","sheep",770.6,4,"brown",0,"F",6.563,"brown",5,4
"3278","horse",604.5,6,"brown",0,"F",3.7,"black",5,1
"3279","goat",1144.6,3,"black",0,"M",6.44,"brown",5,1
"3280","goat",1321.3,5,"grey",0,"M",4.149,"brown",1,4
"3281","horse",1129.9,4,"black",0,"F",6.263,"black",4,1
"3282","goat",1018.3,3,"red",0,"M",6.631,"black",4,2
"3283","goat",1165.1,5,"brown",0,"F",4.077,"black",2,1
"3284","pig",666.6,1,"red",1,"F",7.453,"black",4,1
"3285","horse",885.5,4,"white",0,"M",8.841,"brown",5,1
"3286","pig",1096.4,3,"grey",0,"M",0.731,"brown",4,3
"3287","sheep",830.3,3,"red",0,"M",2.622,"black",5,3
"3288","sheep",887.5,6,"brown",0,"M",2.286,"black",2,2
"3289","goat",1764.9,5,"black",0,"F",0.116,"black",5,2
"3290","horse",1021.2,7,"white",0,"M",9.478,"black",4,4
"3291","goat",1121.5,6,"grey",1,"M",4.18,"brown",3,1
"3292","horse",1055.8,2,"white",1,"F",3.781,"brown",5,1
"3293","goat",956.6,6,"white",0,"F",3.75,"brown",2,3
"3294","horse",1016.2,2,"white",0,"F",4.702,"brown",3,1
"3295","goat",1634.8,3,"grey",1,"M",6.241,"brown",4,1
"3296","pig",1097.7,8,"grey",0,"F",2.626,"black",4,2
"3297","pig",1282.9,4,"black",0,"F",5.446,"black",3,3
"3298","horse",1911.2,7,"grey",0,"M",4.556,"black",3,3
"3299","goat",1234.3,4,"red",0,"M",6.123,"black",4,1
"3300","horse",990,2,"black",0,"M",3.006,"brown",1,1
"3301","cow",1149.8,2,"red",0,"M",-0.114,"brown",4,1
"3302","sheep",1247,3,"grey",0,"M",1.62,"black",1,1
"3303","sheep",1117.5,1,"brown",1,"M",2.722,"black",1,3
"3304","sheep",1278.3,4,"white",1,"F",2.921,"black",3,1
"3305","goat",1515.7,8,"red",0,"F",3.221,"brown",3,1
"3306","goat",1072.9,1,"grey",0,"M",0.58,"brown",5,1
"3307","horse",1471.5,8,"brown",1,"M",3.782,"black",3,2
"3308","horse",682,4,"white",0,"M",5.814,"black",2,3
"3309","goat",1155.2,2,"black",1,"F",3.698,"brown",2,1
"3310","horse",778.6,4,"black",1,"M",6.718,"brown",3,4
"3311","goat",823.6,1,"red",0,"F",6.319,"black",5,3
"3312","goat",995.6,2,"black",0,"F",3.361,"black",2,1
"3313","horse",1489.1,2,"black",1,"M",9.123,"brown",3,1
"3314","cow",1228.1,6,"grey",0,"F",-2.404,"black",1,4
"3315","goat",1073.3,3,"black",1,"M",2.146,"black",3,1
"3316","goat",1430.6,4,"grey",1,"F",6.4,"black",2,4
"3317","goat",1597.4,5,"white",1,"F",6.112,"black",5,3
"3318","goat",1004.5,2,"white",0,"M",7.587,"black",1,1
"3319","horse",1180.9,2,"red",0,"M",4.335,"brown",3,1
"3320","goat",1198.4,7,"red",0,"M",7.695,"brown",3,1
"3321","goat",1230.7,5,"black",0,"M",0.506,"black",5,3
"3322","pig",1244,1,"red",0,"F",6.852,"black",2,1
"3323","sheep",1187.7,3,"grey",1,"M",6.024,"brown",2,3
"3324","goat",1156.9,6,"black",0,"M",4.974,"brown",1,1
"3325","horse",1200.2,7,"grey",1,"M",7.336,"blue",3,3
"3326","pig",1497.9,2,"brown",1,"M",11.129,"brown",3,1
"3327","goat",996.2,3,"brown",1,"M",4.607,"brown",1,3
"3328","pig",1293.4,3,"black",0,"F",11.12,"brown",4,1
"3329","pig",1060,3,"black",1,"M",1.478,"brown",1,2
"3330","horse",1034.9,4,"grey",0,"M",3.464,"black",5,3
"3331","goat",924.3,8,"brown",0,"F",0.978,"brown",3,1
"3332","goat",831.9,2,"brown",1,"M",7.257,"black",4,2
"3333","horse",915.9,7,"brown",1,"M",8.768,"brown",2,1
"3334","horse",1215.5,5,"red",0,"F",7.1,"brown",3,1
"3335","goat",1160.9,6,"grey",0,"M",2.374,"black",5,1
"3336","goat",1171.7,2,"red",0,"M",8.33,"black",4,1
"3337","horse",1013.9,5,"black",0,"M",0.849,"black",5,3
"3338","goat",1408.2,4,"grey",0,"F",7.523,"black",2,1
"3339","horse",1138.6,6,"red",0,"F",7.676,"black",1,1
"3340","goat",1388.5,8,"red",0,"F",5.747,"brown",1,1
"3341","goat",1011.8,1,"black",1,"M",1.9,"brown",1,1
"3342","cow",614.3,2,"grey",1,"F",7.191,"black",3,1
"3343","goat",1115.5,8,"brown",0,"F",4.801,"brown",3,1
"3344","goat",1300.8,4,"brown",0,"M",2.016,"black",1,1
"3345","goat",735.5,4,"red",0,"F",11.989,"black",5,1
"3346","sheep",1345.7,4,"white",1,"F",3.75,"black",2,2
"3347","sheep",1117.5,3,"black",0,"M",14.145,"brown",5,3
"3348","goat",1124.8,3,"black",0,"M",8.123,"black",2,3
"3349","goat",1291.9,2,"white",0,"M",5.958,"black",3,2
"3350","sheep",1089.5,1,"grey",0,"F",4.94,"black",1,1
"3351","goat",1026.7,7,"brown",0,"M",7.824,"black",2,2
"3352","goat",972.1,8,"black",1,"M",3.324,"black",2,3
"3353","goat",914.6,4,"black",0,"F",7.217,"black",3,1
"3354","horse",1157.4,7,"brown",0,"M",3.812,"black",3,2
"3355","goat",1496.7,3,"black",0,"F",2.296,"black",1,1
"3356","pig",892.8,1,"red",0,"F",5.815,"black",5,3
"3357","horse",1017.4,3,"grey",0,"M",-2.044,"black",5,3
"3358","goat",1194.4,3,"brown",1,"F",-3.154,"brown",4,1
"3359","goat",1065,3,"black",0,"F",8.859,"brown",1,1
"3360","horse",945.1,4,"red",0,"M",2.111,"brown",5,1
"3361","goat",1023.2,2,"black",1,"M",4.192,"brown",4,1
"3362","sheep",887.7,2,"black",1,"F",6.507,"black",4,1
"3363","sheep",1213.4,4,"white",0,"M",5.14,"black",4,1
"3364","pig",1411.1,8,"grey",1,"M",4.092,"black",5,2
"3365","pig",1015.2,8,"grey",0,"F",5.235,"black",2,1
"3366","cow",1405.4,2,"red",0,"M",10.182,"black",5,3
"3367","horse",1339.7,6,"black",1,"M",3.443,"brown",1,3
"3368","goat",1011.9,7,"white",1,"F",5.475,"brown",1,1
"3369","horse",583.1,2,"grey",0,"M",6.115,"black",3,3
"3370","goat",1459.2,2,"brown",0,"F",8.854,"brown",1,3
"3371","horse",1262.7,7,"grey",1,"M",9.274,"black",1,3
"3372","goat",1348.4,8,"black",1,"F",7.519,"brown",4,2
"3373","horse",794.9,3,"grey",1,"M",0.036,"brown",1,3
"3374","pig",1130.8,7,"red",1,"F",2.445,"black",3,1
"3375","pig",1266.4,1,"black",0,"M",3.669,"black",3,2
"3376","pig",1125.9,8,"brown",1,"M",4.709,"black",3,1
"3377","goat",1351.9,6,"red",1,"M",6.263,"brown",1,1
"3378","sheep",1033.3,3,"brown",0,"M",-2.236,"blue",5,2
"3379","goat",1189.7,5,"black",0,"M",6.764,"brown",3,3
"3380","horse",1423.4,6,"brown",0,"M",8.684,"black",1,2
"3381","goat",775.9,3,"red",0,"F",-0.212,"brown",2,1
"3382","pig",1116.4,4,"grey",0,"M",7.765,"blue",5,4
"3383","horse",862.6,2,"white",0,"F",7.018,"brown",3,1
"3384","goat",705.1,7,"grey",1,"M",2.857,"brown",3,1
"3385","pig",926.9,8,"red",1,"M",4.559,"black",1,3
"3386","horse",1114.4,2,"brown",0,"M",5.814,"brown",2,1
"3387","goat",1095.7,2,"white",1,"M",6.201,"brown",5,4
"3388","horse",1216.7,2,"brown",0,"F",3.441,"black",4,1
"3389","goat",665.1,2,"grey",1,"M",9.767,"blue",4,1
"3390","goat",898.9,6,"red",1,"F",-0.79,"black",1,1
"3391","sheep",655.2,2,"brown",0,"M",6.272,"black",1,3
"3392","pig",1173.8,2,"white",1,"F",4.555,"black",5,1
"3393","pig",1253.5,2,"black",1,"F",8.687,"brown",4,1
"3394","goat",1923,4,"brown",0,"F",4.386,"black",1,1
"3395","sheep",1326.9,2,"black",1,"F",5.295,"black",1,1
"3396","pig",1270.4,4,"red",0,"F",8.396,"brown",1,1
"3397","goat",838.2,1,"red",0,"F",1.12,"blue",5,3
"3398","pig",887.5,1,"red",1,"F",6.076,"brown",3,1
"3399","pig",935.4,8,"grey",0,"F",0.36,"brown",3,2
"3400","pig",1138.7,8,"white",1,"F",5.129,"black",4,3
"3401","pig",498.2,4,"black",0,"F",12.815,"brown",1,2
"3402","goat",1508.1,1,"black",1,"M",6.679,"brown",5,1
"3403","horse",885,5,"red",0,"M",6.312,"black",3,1
"3404","goat",1063.9,4,"grey",0,"F",10.201,"brown",4,1
"3405","goat",1085.2,2,"brown",1,"F",1.189,"black",3,1
"3406","pig",1286.9,3,"white",0,"F",-1.904,"black",2,1
"3407","horse",823,2,"white",0,"F",8.895,"black",3,1
"3408","goat",1061.1,8,"black",0,"F",7.151,"brown",3,1
"3409","horse",1307.5,6,"brown",1,"M",4.184,"brown",2,2
"3410","horse",1232.8,5,"grey",0,"M",5.648,"black",1,3
"3411","horse",1112.4,3,"black",1,"M",1.616,"brown",4,4
"3412","goat",1150.6,6,"brown",0,"M",5.06,"black",4,1
"3413","horse",1363.9,4,"black",0,"M",5.16,"brown",3,1
"3414","horse",1319.1,4,"brown",0,"M",6.878,"brown",4,3
"3415","goat",1182.3,3,"brown",0,"F",8.584,"black",1,2
"3416","sheep",1054.5,7,"red",1,"F",5.863,"black",5,1
"3417","horse",860.3,7,"grey",0,"F",-2.715,"brown",5,1
"3418","pig",1148.5,5,"brown",0,"M",8.401,"brown",3,4
"3419","goat",833.7,4,"brown",0,"F",2.515,"black",1,1
"3420","horse",989.4,3,"brown",1,"F",2.473,"black",2,1
"3421","sheep",1420.4,6,"grey",1,"F",6.614,"blue",2,1
"3422","goat",1592.2,5,"black",0,"F",9.522,"black",5,1
"3423","sheep",1287.1,1,"black",0,"F",4.805,"brown",1,1
"3424","pig",840.8,7,"grey",1,"F",0.955,"brown",2,1
"3425","horse",747.9,7,"brown",0,"F",-0.355,"brown",4,3
"3426","pig",1209.5,3,"brown",0,"M",8.618,"brown",3,3
"3427","horse",682.1,4,"black",1,"M",7.089,"black",2,4
"3428","pig",971.5,7,"red",0,"M",7.106,"black",4,1
"3429","pig",575.5,3,"grey",1,"M",1.621,"brown",3,1
"3430","horse",840.3,6,"red",0,"F",2.861,"brown",2,4
"3431","sheep",1058.6,1,"red",0,"M",5.529,"brown",3,1
"3432","goat",943,5,"brown",0,"M",11.931,"black",4,2
"3433","cow",1135.3,5,"grey",1,"F",7.575,"black",3,1
"3434","pig",1045,7,"red",0,"F",8.101,"black",3,1
"3435","goat",1368.1,2,"black",0,"F",6.921,"black",2,1
"3436","horse",907.8,3,"red",0,"F",0.828,"brown",4,2
"3437","horse",975.7,6,"brown",1,"M",3.373,"brown",1,4
"3438","horse",823.3,4,"brown",1,"M",7.954,"black",4,1
"3439","pig",1117.9,2,"white",0,"F",2.457,"black",4,3
"3440","goat",1225.5,1,"grey",0,"M",4.195,"black",2,1
"3441","goat",819.4,3,"brown",0,"F",0.983,"brown",4,1
"3442","horse",932.6,7,"red",1,"F",5.65,"black",5,1
"3443","pig",1159,7,"grey",0,"F",4.217,"black",3,1
"3444","horse",1239.7,4,"red",0,"M",5.585,"black",5,1
"3445","pig",1539.4,6,"red",0,"F",3.774,"brown",4,1
"3446","pig",874.4,5,"brown",0,"F",2.736,"brown",4,3
"3447","pig",1247.6,6,"brown",1,"M",9.073,"black",1,4
"3448","pig",1131.5,4,"white",0,"F",1.819,"brown",5,1
"3449","goat",1189.9,8,"brown",0,"F",4.736,"black",2,3
"3450","pig",1211.5,5,"white",0,"M",9.547,"black",4,2
"3451","horse",711.7,8,"grey",1,"F",-1.504,"black",2,1
"3452","pig",825.7,2,"black",0,"M",7.549,"brown",2,1
"3453","sheep",946.7,3,"white",0,"F",9.616,"blue",2,1
"3454","pig",1410.4,2,"brown",0,"M",7.763,"black",4,1
"3455","horse",676.4,8,"brown",0,"F",2.458,"black",2,2
"3456","cow",992.1,7,"white",0,"F",2.906,"black",4,1
"3457","goat",837.3,7,"black",0,"M",8.161,"brown",2,4
"3458","horse",1469.4,3,"grey",0,"F",11.716,"black",1,1
"3459","goat",1156,2,"brown",0,"M",9.784,"black",5,2
"3460","goat",1087.5,5,"grey",0,"F",6.948,"black",1,1
"3461","goat",569.8,5,"red",1,"M",8.882,"brown",5,1
"3462","pig",1010.4,1,"grey",1,"M",0.889,"black",3,1
"3463","pig",1107.8,4,"white",1,"M",3.989,"black",1,2
"3464","goat",1354.4,2,"grey",0,"M",6.837,"black",1,1
"3465","goat",1071.3,7,"black",0,"F",5.255,"black",4,4
"3466","horse",1337.7,7,"brown",0,"M",4.805,"black",1,3
"3467","goat",1456.4,3,"brown",0,"M",-1.181,"black",2,4
"3468","sheep",1001.9,4,"brown",0,"M",5.75,"black",1,1
"3469","horse",1246,8,"white",0,"M",7.988,"brown",5,1
"3470","goat",1425.6,7,"black",0,"F",0.629,"brown",4,1
"3471","pig",1153.5,3,"white",0,"M",5.356,"brown",5,3
"3472","sheep",1259,2,"red",0,"M",4.215,"blue",3,2
"3473","goat",697.6,4,"white",1,"M",2.983,"black",4,2
"3474","pig",997.9,2,"grey",1,"F",4.52,"brown",1,1
"3475","sheep",1326.8,8,"brown",1,"F",4.269,"black",2,1
"3476","pig",970.1,1,"red",0,"M",7.164,"brown",3,1
"3477","sheep",1216.7,3,"white",0,"M",0.16,"black",3,2
"3478","pig",1188.3,4,"brown",1,"M",3.182,"black",5,4
"3479","horse",1346,1,"grey",0,"M",1.182,"black",3,3
"3480","horse",1360.4,3,"brown",1,"M",9.422,"brown",3,1
"3481","goat",1394.2,6,"white",0,"M",3.364,"brown",3,3
"3482","pig",1178.6,2,"black",0,"M",4.891,"black",3,1
"3483","pig",733.4,3,"grey",0,"M",2.414,"brown",4,1
"3484","sheep",1178.5,3,"white",0,"M",-1.106,"brown",3,2
"3485","pig",1081.6,2,"grey",0,"M",3.293,"black",5,2
"3486","pig",1106.5,8,"black",1,"M",4.832,"brown",2,3
"3487","horse",911.3,2,"red",0,"F",5.422,"brown",2,4
"3488","goat",1068.7,8,"brown",1,"F",3.902,"black",1,2
"3489","pig",905.7,3,"grey",0,"M",6.158,"black",2,1
"3490","horse",964.2,8,"black",1,"F",3.373,"black",2,2
"3491","cow",986.1,2,"grey",1,"F",6.961,"black",5,2
"3492","pig",1148.2,8,"grey",0,"F",1.09,"black",3,2
"3493","horse",1055.1,7,"grey",0,"F",7.912,"brown",2,1
"3494","horse",1123.8,4,"grey",1,"F",7.917,"brown",4,3
"3495","pig",904.1,4,"brown",0,"F",9.888,"black",4,2
"3496","horse",1146.2,6,"red",0,"F",4.789,"black",5,1
"3497","goat",1078,8,"black",1,"F",2.501,"brown",4,1
"3498","goat",971,6,"grey",0,"M",10.149,"black",4,2
"3499","goat",1077.8,5,"white",0,"M",2.572,"black",2,1
"3500","goat",756.7,8,"grey",0,"M",5.584,"brown",3,1
"3501","pig",1272.3,5,"brown",1,"F",6.033,"black",5,3
"3502","horse",1049.8,4,"white",0,"F",4.015,"black",3,1
"3503","horse",1637.5,8,"red",0,"M",6.096,"black",1,2
"3504","horse",982.1,4,"white",1,"F",6.399,"black",1,3
"3505","sheep",1394,2,"brown",0,"F",6.728,"black",3,3
"3506","goat",1072.2,4,"white",1,"F",5.364,"black",2,3
"3507","pig",1264.9,2,"white",0,"M",5.745,"brown",4,2
"3508","goat",1219.5,2,"red",1,"M",6.788,"black",5,1
"3509","goat",936.5,3,"black",0,"M",-0.503,"brown",5,1
"3510","pig",1430,1,"white",0,"F",1.537,"black",1,2
"3511","goat",1678.5,8,"grey",0,"M",0.316,"brown",3,1
"3512","pig",904.7,1,"grey",0,"F",0.143,"black",3,1
"3513","sheep",1080.3,2,"white",1,"M",6.431,"brown",4,1
"3514","pig",781.3,4,"red",0,"M",3.723,"black",3,1
"3515","cow",605.2,2,"white",1,"M",1.946,"brown",4,3
"3516","horse",928.5,8,"white",1,"M",12.884,"black",1,2
"3517","horse",775.2,6,"red",1,"F",5.079,"black",2,3
"3518","goat",1360.9,5,"black",0,"F",-0.058,"brown",5,1
"3519","goat",1055.3,3,"black",1,"F",5.885,"brown",1,3
"3520","goat",1441.5,5,"black",1,"M",7.392,"black",5,1
"3521","goat",913.9,6,"white",0,"F",2.668,"brown",2,2
"3522","pig",1338.5,4,"black",1,"M",7.268,"brown",1,1
"3523","pig",941,8,"black",0,"M",6.214,"brown",3,1
"3524","pig",1335.6,3,"grey",0,"M",8.446,"black",4,3
"3525","goat",1139.3,4,"brown",1,"F",2.999,"brown",5,3
"3526","goat",1130.7,3,"red",1,"M",9.934,"black",2,1
"3527","pig",888.4,2,"white",1,"M",7.556,"black",2,1
"3528","pig",1122.7,1,"grey",1,"M",0.967,"black",1,3
"3529","pig",1046.1,3,"grey",0,"M",7.225,"black",5,1
"3530","goat",1273.8,4,"black",1,"M",3.387,"black",5,4
"3531","horse",423.8,7,"brown",0,"F",6.241,"black",3,2
"3532","sheep",1013.3,4,"red",1,"F",5.237,"brown",5,1
"3533","horse",1237,3,"brown",1,"F",2.952,"black",5,3
"3534","goat",940,5,"brown",0,"M",9.186,"brown",3,1
"3535","horse",935,3,"white",0,"M",1.325,"brown",3,1
"3536","goat",1286.3,1,"red",0,"F",6.448,"black",5,1
"3537","horse",1154.5,3,"red",1,"M",1.143,"black",5,1
"3538","goat",866,6,"brown",0,"F",3.009,"brown",1,1
"3539","horse",942.9,1,"red",1,"F",6.505,"brown",1,1
"3540","horse",1014.9,4,"black",1,"F",1.216,"black",5,1
"3541","goat",1036.4,1,"brown",1,"M",2.496,"black",2,1
"3542","pig",1185.1,4,"white",0,"F",8.886,"black",2,2
"3543","goat",809,6,"grey",0,"M",5.66,"black",2,2
"3544","goat",925.9,3,"white",0,"M",4.627,"black",1,2
"3545","pig",1166.2,1,"black",1,"M",5.5,"brown",1,1
"3546","horse",1241.1,2,"white",1,"F",3.114,"black",4,1
"3547","goat",1080.2,8,"red",0,"M",11.405,"brown",1,1
"3548","pig",957,3,"black",1,"M",8.33,"black",5,2
"3549","sheep",1020.5,2,"brown",0,"M",7.164,"black",4,1
"3550","goat",1401,3,"brown",1,"F",5.916,"brown",3,1
"3551","goat",1229.6,6,"red",0,"M",3.037,"black",1,4
"3552","pig",1350.8,4,"black",0,"F",6.197,"brown",3,3
"3553","horse",1048,3,"grey",0,"F",-0.304,"black",3,4
"3554","goat",584,3,"white",0,"M",6.69,"black",5,1
"3555","pig",1363.9,8,"black",0,"M",-0.409,"brown",2,1
"3556","goat",613.8,2,"brown",0,"F",4.317,"black",3,1
"3557","horse",945.4,3,"red",1,"F",2.472,"brown",2,1
"3558","goat",1150.7,1,"brown",1,"F",1.339,"brown",2,1
"3559","horse",1009.8,8,"black",0,"F",8.847,"brown",5,2
"3560","horse",739.4,3,"brown",1,"M",7.853,"black",5,1
"3561","horse",1385.5,7,"white",0,"F",1.369,"black",4,1
"3562","goat",681,2,"brown",0,"M",-1.605,"brown",2,3
"3563","pig",1082.7,8,"white",0,"F",5.983,"black",3,1
"3564","sheep",681.8,7,"black",0,"M",0.25,"black",3,2
"3565","goat",689.4,1,"white",1,"F",3.942,"black",1,1
"3566","goat",1115.4,1,"black",0,"F",0.236,"black",4,2
"3567","pig",1121.4,8,"grey",1,"M",4.554,"black",2,1
"3568","goat",1078.6,8,"red",1,"F",4.773,"brown",5,3
"3569","horse",919.1,6,"red",0,"M",3.979,"black",5,1
"3570","goat",992.7,5,"grey",0,"M",3.332,"brown",2,1
"3571","horse",706.4,1,"black",0,"F",5.783,"black",2,1
"3572","goat",1004.6,8,"grey",1,"M",7.918,"brown",5,1
"3573","pig",1106.5,3,"brown",1,"F",6.072,"black",1,1
"3574","goat",819.1,1,"brown",0,"F",7.006,"blue",4,1
"3575","sheep",1198.6,2,"black",0,"M",1.91,"black",3,2
"3576","pig",920.6,7,"brown",1,"F",6.835,"brown",1,1
"3577","horse",1027,3,"red",1,"F",-2.288,"black",1,4
"3578","sheep",1674.8,8,"brown",0,"F",4.725,"black",2,1
"3579","goat",847.4,6,"grey",0,"F",4.57,"brown",5,1
"3580","sheep",1182.9,2,"grey",0,"F",1.973,"brown",2,4
"3581","cow",1342.5,4,"white",1,"M",8.891,"black",3,3
"3582","sheep",765.9,4,"grey",1,"M",3.984,"brown",5,3
"3583","horse",1309.5,6,"white",0,"M",4.96,"brown",1,3
"3584","goat",1523.4,4,"black",1,"M",2.281,"brown",5,1
"3585","goat",932,6,"brown",1,"F",1.074,"black",4,3
"3586","sheep",743.3,4,"white",0,"F",6.202,"black",5,2
"3587","horse",1185.2,8,"white",0,"M",3.435,"brown",4,3
"3588","pig",1210.6,8,"brown",0,"F",6.025,"black",5,2
"3589","pig",1020.5,2,"red",0,"F",2.941,"black",3,1
"3590","goat",1079.7,3,"black",0,"M",6.105,"brown",3,1
"3591","pig",1138.5,7,"white",0,"F",2.218,"brown",2,1
"3592","goat",1024.3,5,"grey",0,"F",8.548,"brown",1,4
"3593","horse",1017.4,2,"white",0,"M",4.219,"blue",3,1
"3594","horse",1300.3,3,"grey",0,"M",2.403,"brown",2,1
"3595","goat",987.4,4,"white",1,"M",5.686,"black",5,2
"3596","pig",851.3,5,"white",0,"F",6.775,"brown",3,3
"3597","sheep",1429.8,1,"brown",0,"F",10.238,"black",2,2
"3598","horse",1179.8,3,"black",0,"M",6.68,"blue",2,4
"3599","pig",884.6,2,"brown",1,"F",8.302,"brown",5,2
"3600","goat",932,5,"black",0,"M",7.199,"black",2,1
"3601","goat",1157.2,6,"red",1,"F",3.17,"brown",1,4
"3602","pig",1296.2,2,"grey",0,"M",3.889,"black",3,4
"3603","horse",1439.5,4,"brown",0,"M",2.598,"black",2,2
"3604","horse",1369.5,3,"grey",0,"M",7.775,"black",5,1
"3605","horse",1008.2,4,"black",1,"F",7.332,"blue",4,2
"3606","pig",1460,4,"black",1,"F",0.798,"black",3,1
"3607","horse",803.8,3,"black",0,"F",4.361,"blue",2,1
"3608","sheep",1571.4,1,"red",0,"M",2.856,"brown",5,1
"3609","goat",1424.2,1,"black",0,"F",5.068,"brown",2,3
"3610","pig",773.7,2,"black",0,"F",2.782,"brown",2,1
